work_order_id,appointment_id,customer_id,vehicle_id,opened_at,closed_at,status,advisor,assigned_tech,priority,odometer,symptom,cause,correction,labor_hours,labor_sale,parts_sale,shop_supplies,sublet_sale,discount,tax,total,approval_state,payment_state,invoice_number,tags,notes
WO-404064,,CUST-101592,VEH-202437,2025-02-19T18:38,2025-02-19T21:38,awaiting_approval,Ethan Rodriguez,,high,57845,ABS light,Loose tie rod,Replaced front pads/rotors,1.6,268.52,806.21,31.43,0,0,55.31,1161.47,approved,written_off,INV-504064,pm,Fleet billing
WO-404065,,CUST-100611,VEH-200342,2024-07-31T06:16,2024-08-04T12:16,closed,Mikayla Adams,Mila Robinson,low,303461,Overheating,Coolant leak at upper hose,Diagnosed wiring fault,10.8,1897.86,1063.84,75.61,0,0,151.87,3189.18,pending,paid,INV-504065,"fleet, diag",Customer approved by text
WO-404066,APPT-300517,CUST-101791,VEH-200832,2024-12-22T14:03,2024-12-22T21:03,closed,Nora Thompson,Scarlett Thomas,high,194511,Oil life low,P0420 stored,Replaced hose and topped coolant,3.3,488.39,2039.59,17.36,0,0,127.27,2672.61,declined,paid,INV-504066,"pm, fleet",Needs comeback follow-up
WO-404067,APPT-300280,CUST-101183,VEH-201306,2024-02-16T11:00,2024-02-21T00:00,completed,Avery Miller,Ethan Nelson,high,34494,Oil life low,Front tires cupped,Performed PM service,6.7,970.87,1320.29,7.56,0,0,114.94,2413.66,approved,paid,INV-504067,"waiter, comeback-risk",Customer approved by text
WO-404068,APPT-300672,CUST-100884,VEH-201946,2025-10-04T02:02,2025-10-07T01:02,completed,Riley Sanchez,,high,163300,Grinding brakes,Coolant leak at upper hose,Performed PM service,12.0,2136.51,498.41,6.58,0,0,132.08,2773.58,declined,written_off,INV-504068,"waiter, brakes, fleet",Fleet billing
WO-404069,,CUST-100723,VEH-201738,2025-08-13T23:35,2025-08-15T12:35,invoiced,Lucas Green,Elijah Young,high,228706,No crank,P0420 stored,Installed battery,11.7,2141.82,2035.52,46.16,0,0,211.18,4434.68,pending,paid,INV-504069,"pm, diag",Fleet billing
WO-404070,APPT-300523,CUST-100313,VEH-201032,2025-08-15T13:11,2025-08-20T03:11,closed,Avery Lewis,Abigail Williams,high,28190,ABS light,P0420 stored,Replaced hose and topped coolant,0.7,93.76,924.02,65.83,0,5.87,53.89,1131.63,approved,paid,INV-504070,upsell,Fleet billing
WO-404071,APPT-300851,CUST-101306,VEH-201597,2024-12-22T18:07,2024-12-23T20:07,closed,Sophia Rodriguez,Ava Nelson,urgent,101788,CEL on,Battery failed load test,Recommended tires,3.9,499.42,1013.97,46.55,0,0,78.0,1637.94,approved,partial,INV-504071,"upsell, diag",Fleet billing
WO-404072,APPT-300128,CUST-101529,VEH-202320,2025-10-31T00:07,,on_hold,Ava Harris,Leo Lewis,normal,307155,Pulling left,Pads below spec,,5.1,803.52,255.72,3.65,0,0,53.14,1116.03,declined,partial,INV-504072,"waiter, pm",
WO-404073,,CUST-100535,VEH-202102,2023-12-19T12:57,2023-12-22T19:57,closed,Logan Rodriguez,Mateo Sanchez,low,159506,PM due,,Installed battery,11.0,1829.69,2048.07,48.74,0,0,196.33,4122.83,approved,paid,INV-504073,"waiter, comeback-risk, fleet",Legacy WO imported from old DMS
WO-404074,APPT-300622,CUST-100765,VEH-201624,2025-10-07T01:41,2025-10-08T15:41,invoiced,Lucas Lewis,Lucas Hill,urgent,1098,Oil life low,Front tires cupped,Replaced hose and topped coolant,3.2,410.17,1033.41,72.14,0,0,75.79,1591.51,approved,partial,INV-504074,,Customer approved by text
WO-404075,APPT-300861,CUST-101353,VEH-202443,2024-01-19T17:17,2024-01-22T21:17,completed,Zoey Flores,Harper Scott,normal,162063,Pulling left,Coolant leak at upper hose,Installed battery,1.2,189.95,1363.64,20.95,0,0,78.73,1653.27,not_required,paid,INV-504075,"upsell, diag",Fleet billing
WO-404076,,CUST-100783,VEH-200069,2024-12-22T03:37,2024-12-26T04:37,closed,Edward Martinez,Evelyn Taylor,low,216069,Oil life low,,Replaced hose and topped coolant,9.5,1191.81,381.29,2.29,0,0,78.77,1654.16,approved,paid,,upsell,
WO-404077,,CUST-100737,VEH-201089,2025-03-11T11:30,,closed,James Rodriguez,Noah Brown,urgent,39951,PM due,,Replaced hose and topped coolant,13.9,2211.11,1207.87,40.1,0,0,172.95,3632.03,not_required,paid,,"fleet, pm",
WO-404078,APPT-300321,CUST-101130,VEH-200124,2025-09-04T06:08,2025-09-07T23:08,completed,Avery Green,Charlotte Adams,normal,172921,ABS light,Coolant leak at upper hose,Performed PM service,13.5,1991.17,380.9,8.71,0,0,119.04,2499.82,not_required,written_off,INV-504078,,Legacy WO imported from old DMS
WO-404079,,CUST-101020,VEH-200405,2024-06-04T15:16,2024-06-07T05:16,closed,Ella Lee,Mateo Ramirez,high,269107,CEL on,Coolant leak at upper hose,,11.0,1884.11,1669.85,45.24,0,0,179.96,3779.16,not_required,unpaid,INV-504079,"upsell, waiter",Fleet billing
WO-404080,APPT-300139,CUST-100278,VEH-201033,2026-04-06T00:52,2026-04-07T06:52,completed,Amelia Ramirez,Kaitlyn Jones,high,418009,ABS light,,Replaced front pads/rotors,11.3,1397.65,881.35,37.88,0,0,115.84,2432.72,approved,unpaid,INV-504080,waiter,Fleet billing
WO-404081,,CUST-100844,VEH-200919,2024-10-25T18:21,2024-10-27T13:21,invoiced,Zoey Anderson,Wyatt Flores,normal,413929,Overheating,Coolant leak at upper hose,Replaced hose and topped coolant,5.9,703.55,1592.52,87.15,0,0,119.16,2502.38,pending,partial,INV-504081,"comeback-risk, pm, brakes",Customer approved by text
WO-404082,APPT-300517,CUST-101516,VEH-201976,2024-12-17T11:29,,completed,Logan Walker,Emma Thomas,low,157621,No crank,Loose tie rod,Installed battery,10.6,1287.44,1792.54,6.73,0,111.43,148.76,3124.04,pending,written_off,INV-504082,,Needs comeback follow-up
WO-404083,,CUST-101430,VEH-201863,2025-05-19T02:57,2025-05-19T21:57,awaiting_approval,Logan Flores,James Thompson,normal,64114,Grinding brakes,Pads below spec,Recommended tires,4.1,677.18,43.04,1.77,0,0,36.1,758.09,approved,partial,INV-504083,,
WO-404084,APPT-300125,CUST-101605,VEH-201854,2025-07-14T19:56,2025-07-18T20:56,completed,Abigail Lewis,Kaitlyn Anderson,low,49302,Vibration,Pads below spec,Diagnosed wiring fault,7.9,968.98,589.71,41.91,0,0,80.03,1680.63,declined,unpaid,INV-504084,"comeback-risk, waiter, pm",Needs comeback follow-up
WO-404085,APPT-300672,CUST-101534,VEH-200765,2025-03-15T20:58,2025-03-17T17:58,invoiced,Evelyn King,Liam Garcia,normal,333134,Overheating,,Performed PM service,2.0,241.3,665.95,51.83,0,9.42,47.48,997.14,declined,unpaid,INV-504085,,
WO-404086,,CUST-100647,VEH-200235,2026-03-01T06:43,2026-03-01T07:43,awaiting_approval,Charlotte Harris,Sophia Taylor,urgent,382360,ABS light,Pads below spec,Recommended tires,11.5,1985.69,2176.82,27.62,0,0,209.51,4399.64,approved,paid,INV-504086,pm,
WO-404087,,CUST-101753,VEH-201628,2026-02-21T05:02,2026-02-25T14:02,completed,Ava Scott,Scarlett Adams,urgent,65205,ABS light,Loose tie rod,Replaced front pads/rotors,13.4,1626.35,850.27,22.56,0,0,124.96,2624.14,approved,written_off,INV-504087,,Fleet billing
WO-404088,APPT-300494,CUST-100690,VEH-201353,2025-12-06T06:09,2025-12-10T10:09,completed,Nora Anderson,Mia Nguyen,normal,103392,Oil life low,Loose tie rod,Installed battery,3.4,591.98,448.51,5.62,0,0,52.31,1098.42,declined,partial,INV-504088,,Customer approved by text
WO-404089,,CUST-101623,VEH-202300,2026-02-04T00:16,2026-02-07T02:16,closed,Riley Scott,Nora Jones,normal,346565,PM due,Battery failed load test,,6.6,1099.16,1814.04,17.09,0,0,146.51,3076.8,declined,partial,INV-504089,pm,Customer approved by text
WO-404090,APPT-300258,CUST-101758,VEH-202415,2025-08-23T23:41,2025-08-27T17:41,completed,Oliver Allen,,low,336465,ABS light,Pads below spec,Installed battery,2.1,277.57,1238.9,20.07,0,0,76.83,1613.37,not_required,written_off,INV-504090,,
WO-404091,,CUST-101713,VEH-202469,2024-09-16T04:36,2024-09-16T17:36,closed,Leo Martinez,Lucas Young,high,33224,Pulling left,Loose tie rod,Installed battery,14.2,2312.8,1702.97,48.18,0,0,203.2,4267.15,approved,unpaid,INV-504091,"upsell, brakes, pm",Legacy WO imported from old DMS
WO-404092,APPT-300471,CUST-101331,VEH-200464,2026-01-24T07:42,2026-01-26T17:42,completed,Owen Green,Maya Williams,normal,371854,PM due,Coolant leak at upper hose,Replaced hose and topped coolant,6.8,1026.05,234.72,15.05,880.95,70.35,104.32,2190.74,not_required,unpaid,INV-504092,comeback-risk,
WO-404093,APPT-300111,CUST-100408,VEH-202147,2025-02-27T20:33,,on_hold,Amelia Smith,Owen Wright,normal,56358,Overheating,Coolant leak at upper hose,Replaced hose and topped coolant,7.5,1056.89,727.11,9.92,0,0,89.7,1883.62,approved,written_off,INV-504093,"diag, comeback-risk, upsell",Needs comeback follow-up
WO-404094,APPT-300843,CUST-101402,VEH-200189,2025-07-06T21:25,2025-07-07T08:25,invoiced,Mikayla Wilson,Ava Ramirez,urgent,71490,Oil life low,Coolant leak at upper hose,Recommended tires,12.7,2276.87,2134.85,3.62,0,0,220.77,4636.11,approved,written_off,INV-504094,upsell,Needs comeback follow-up
WO-404095,,CUST-100547,VEH-201893,2024-04-06T21:48,2024-04-11T10:48,closed,Mia Nelson,Sophia Lewis,low,90536,Overheating,Pads below spec,Recommended tires,2.5,384.08,508.99,29.14,0,125.31,39.84,836.74,not_required,paid,INV-504095,,Legacy WO imported from old DMS
WO-404096,APPT-300217,CUST-101440,VEH-200057,2025-06-13T00:43,,invoiced,Avery Harris,Noah Moore,urgent,272968,Grinding brakes,Battery failed load test,,9.9,1464.85,1972.6,61.04,0,0,174.92,3673.41,not_required,written_off,INV-504096,"diag, waiter",Legacy WO imported from old DMS
WO-404097,APPT-300542,CUST-101606,VEH-202045,2024-07-29T10:10,2024-08-02T06:10,completed,Emma Taylor,Wyatt Garcia,low,57417,Vibration,Loose tie rod,Recommended tires,1.9,223.34,1333.98,79.47,0,0,81.84,1718.63,pending,written_off,INV-504097,"diag, comeback-risk",Legacy WO imported from old DMS
WO-404098,APPT-300093,CUST-100149,VEH-202261,2024-09-17T20:21,2024-09-20T20:21,completed,Leo Anderson,Lucas Brown,normal,170073,No crank,Front tires cupped,Replaced front pads/rotors,13.3,1628.63,2196.8,1.28,0,0,191.34,4018.05,pending,written_off,,"upsell, diag, fleet",
WO-404099,,CUST-100094,VEH-202225,2025-02-17T08:49,2025-02-19T18:49,invoiced,Lucas Nguyen,Mia Martinez,high,402089,ABS light,Front tires cupped,Performed PM service,0.6,80.08,757.76,44.67,0,0,44.13,926.64,declined,paid,INV-504099,pm,Fleet billing
WO-404100,APPT-300576,CUST-101702,VEH-200184,2025-04-18T13:51,2025-04-19T09:51,invoiced,Kaitlyn Scott,Mila Johnson,normal,72179,ABS light,Loose tie rod,Replaced hose and topped coolant,11.2,1893.24,1874.8,6.26,0,0,188.72,3963.02,not_required,written_off,INV-504100,brakes,Legacy WO imported from old DMS
WO-404101,,CUST-101408,VEH-202515,2024-12-01T14:04,2024-12-01T19:04,completed,Leo Wright,Ella Walker,urgent,198582,Pulling left,Front tires cupped,Replaced front pads/rotors,15.4,2364.43,693.22,20.21,0,0,153.89,3231.75,declined,unpaid,INV-504101,"pm, waiter",Needs comeback follow-up
WO-404102,,CUST-101421,VEH-201146,2024-03-21T08:41,,in_progress,Riley Miller,James Brown,urgent,136172,ABS light,P0420 stored,Recommended tires,4.0,475.72,1527.99,31.72,0,0,101.77,2137.2,declined,written_off,INV-504102,"comeback-risk, brakes",Needs comeback follow-up
WO-404103,,CUST-101541,VEH-200006,2024-11-06T04:20,,in_progress,Ava Flores,Oliver Moore,high,331826,Vibration,Loose tie rod,Replaced front pads/rotors,14.1,1718.3,445.99,4.48,0,0,108.44,2277.21,pending,partial,,,
WO-404104,,CUST-100028,VEH-202382,2025-08-19T05:34,2025-08-21T15:34,awaiting_approval,Charlotte Baker,Kaitlyn Scott,urgent,218296,Oil life low,Front tires cupped,Diagnosed wiring fault,0.9,144.37,163.76,7.73,0,0,15.79,331.65,not_required,partial,,comeback-risk,Needs comeback follow-up
WO-404105,,CUST-100874,VEH-200436,2024-12-27T10:26,2024-12-31T17:26,invoiced,Mateo Moore,,urgent,92505,No crank,Coolant leak at upper hose,,2.9,433.58,1316.36,79.07,0,0,91.45,1920.46,approved,partial,INV-504105,pm,Customer approved by text
WO-404106,APPT-300448,CUST-101764,VEH-201346,2026-03-26T10:48,2026-03-29T19:48,invoiced,Oliver Adams,Owen White,normal,42396,ABS light,,Diagnosed wiring fault,6.1,745.4,1927.72,86.39,0,0,137.98,2897.49,approved,written_off,INV-504106,fleet,Needs comeback follow-up
WO-404107,,CUST-101030,VEH-200842,2023-12-02T18:45,2023-12-05T20:45,invoiced,Emma Thompson,Finn Garcia,high,112766,CEL on,Loose tie rod,Performed PM service,14.3,2369.17,258.18,1.08,0,0,131.42,2759.85,approved,unpaid,INV-504107,"waiter, diag",Customer approved by text
WO-404108,APPT-300636,CUST-101705,VEH-200386,2024-08-09T23:35,2024-08-14T07:35,awaiting_approval,Ethan Scott,Layla Miller,normal,356653,Pulling left,Loose tie rod,Replaced hose and topped coolant,7.2,1115.74,641.5,48.51,0,0,90.29,1896.04,not_required,paid,INV-504108,,Customer approved by text
WO-404109,,CUST-101488,VEH-202412,2024-05-25T07:26,2024-05-28T08:26,completed,Logan Nguyen,Jack Jones,low,409772,Grinding brakes,P0420 stored,,9.8,1244.39,861.11,1.53,0,0,105.35,2212.38,declined,paid,INV-504109,"waiter, fleet",Legacy WO imported from old DMS
WO-404110,,CUST-100620,VEH-202282,2024-04-24T11:24,2024-04-27T10:24,awaiting_approval,Emma Williams,Ava Wright,high,413099,CEL on,Loose tie rod,Diagnosed wiring fault,15.9,2882.72,1160.04,59.76,0,0,205.13,4307.65,pending,written_off,INV-504110,"comeback-risk, waiter, upsell",Customer approved by text
WO-404111,APPT-300396,CUST-100603,VEH-200474,2025-08-22T22:20,,in_progress,Owen Lewis,Nora Clark,low,340412,PM due,,Replaced hose and topped coolant,14.9,1772.41,556.69,33.82,0,71.63,114.56,2405.85,pending,partial,INV-504111,comeback-risk,
WO-404112,,CUST-100836,VEH-200828,2026-03-03T23:14,2026-03-08T05:14,completed,Avery Flores,Layla Williams,low,186937,ABS light,Loose tie rod,Diagnosed wiring fault,5.8,917.87,105.24,0.25,0,27.6,49.79,1045.55,not_required,paid,INV-504112,fleet,Customer approved by text
WO-404113,,CUST-101036,VEH-202161,2025-09-18T18:56,2025-09-18T22:56,invoiced,Mila Jones,Ethan Harris,urgent,296013,PM due,,Diagnosed wiring fault,2.3,266.9,1237.72,81.41,0,0,79.3,1665.33,declined,written_off,INV-504113,"pm, upsell, comeback-risk",Needs comeback follow-up
WO-404114,APPT-300319,CUST-101724,VEH-200271,2025-09-12T09:31,,awaiting_approval,Oliver Walker,,urgent,158149,CEL on,,Replaced front pads/rotors,6.6,1046.59,504.61,10.12,0,0,78.07,1639.39,not_required,unpaid,INV-504114,diag,Fleet billing
WO-404115,,CUST-101691,VEH-201895,2024-11-09T09:12,2024-11-12T22:12,closed,Charlotte Wilson,Jade Martin,low,102208,Pulling left,Pads below spec,Replaced front pads/rotors,12.7,2342.63,1117.51,61.31,485.35,0,200.34,4207.14,pending,paid,INV-504115,"fleet, upsell",Legacy WO imported from old DMS
WO-404116,APPT-300874,CUST-100443,VEH-201731,2024-12-08T12:39,,closed,Wyatt Johnson,,urgent,127086,Pulling left,Coolant leak at upper hose,Performed PM service,7.7,949.31,1644.9,125.93,562.19,0,164.12,3446.45,approved,partial,INV-504116,pm,Customer approved by text
WO-404117,,CUST-100516,VEH-202572,2023-11-17T01:42,2023-11-21T10:42,closed,Layla Young,,urgent,162770,ABS light,Loose tie rod,Replaced front pads/rotors,11.2,1359.82,706.14,55.7,0,0,106.08,2227.74,declined,partial,INV-504117,upsell,Customer approved by text
WO-404118,APPT-300127,CUST-100049,VEH-201638,2024-04-09T15:27,2024-04-13T09:27,completed,Aiden Allen,Ella Clark,high,77786,Pulling left,Battery failed load test,Installed battery,12.2,1803.46,496.52,36.96,0,0,116.85,2453.79,pending,partial,INV-504118,,Customer approved by text
WO-404119,APPT-300224,CUST-100082,VEH-202204,2025-07-06T18:18,2025-07-09T21:18,awaiting_approval,Amelia Lee,Mila Jones,urgent,327906,Vibration,Front tires cupped,,5.1,914.97,648.73,15.29,0,0,78.95,1657.94,not_required,partial,INV-504119,,Needs comeback follow-up
WO-404120,,CUST-100975,VEH-200973,2025-01-25T05:47,2025-01-27T05:47,closed,Liam Lewis,Noah Sanchez,urgent,413647,Vibration,Front tires cupped,Diagnosed wiring fault,10.2,1233.48,1027.63,68.06,0,0,116.46,2445.63,pending,partial,INV-504120,,Needs comeback follow-up
WO-404121,APPT-300697,CUST-101384,VEH-201900,2024-12-27T03:03,,awaiting_approval,Finn Nguyen,James Clark,normal,368142,PM due,,Diagnosed wiring fault,7.6,1005.29,2240.9,31.21,0,0,163.87,3441.27,approved,unpaid,INV-504121,"brakes, pm",
WO-404122,APPT-300668,CUST-100258,VEH-202058,2025-02-10T14:28,2025-02-13T09:28,awaiting_approval,Mia Wilson,Nora Davis,normal,107251,Pulling left,Pads below spec,Performed PM service,9.1,1355.32,544.28,12.57,0,116.54,89.78,1885.41,approved,paid,INV-504122,fleet,Fleet billing
WO-404123,APPT-300183,CUST-100310,VEH-201826,2026-02-09T21:53,,closed,Oliver Jones,,urgent,143884,Pulling left,Pads below spec,Performed PM service,5.1,809.24,1269.32,50.64,0,0,106.46,2235.66,pending,unpaid,INV-504123,,
WO-404124,,CUST-100858,VEH-200527,2024-02-08T18:52,,in_progress,Mikayla Martinez,Nora Nguyen,normal,220696,ABS light,,Diagnosed wiring fault,8.9,1552.78,142.42,5.98,0,0,85.06,1786.24,declined,written_off,INV-504124,,Legacy WO imported from old DMS
WO-404125,,CUST-101479,VEH-201087,2025-10-09T23:39,2025-10-11T01:39,closed,Charlotte Flores,Kaitlyn Moore,low,17630,Pulling left,Coolant leak at upper hose,Replaced hose and topped coolant,12.6,1942.38,858.42,11.75,0,0,140.63,2953.18,pending,partial,INV-504125,"pm, brakes",Customer approved by text
WO-404126,APPT-300265,CUST-100552,VEH-201546,2024-08-13T05:50,2024-08-17T20:50,invoiced,James Adams,Avery Scott,urgent,48238,PM due,P0420 stored,Installed battery,6.7,1219.56,1535.81,112.53,0,0,143.4,3011.3,declined,unpaid,INV-504126,"waiter, comeback-risk, diag",Customer approved by text
WO-404127,APPT-300528,CUST-101196,VEH-202398,2023-11-11T19:02,2023-11-12T00:02,awaiting_approval,Mila Nguyen,Oliver Anderson,low,30984,Oil life low,Battery failed load test,Installed battery,14.7,2007.09,526.53,24.69,0,6.05,127.61,2679.87,not_required,unpaid,INV-504127,upsell,Fleet billing
WO-404128,APPT-300446,CUST-100563,VEH-200384,2026-01-22T11:20,,closed,Layla Lewis,Mila Clark,normal,258310,ABS light,P0420 stored,Replaced hose and topped coolant,3.4,595.74,2237.66,119.87,0,0,147.66,3100.93,not_required,written_off,INV-504128,"waiter, brakes",Needs comeback follow-up
WO-404129,APPT-300121,CUST-100723,VEH-200941,2025-09-26T15:10,2025-09-30T13:10,invoiced,Harper Walker,Ava Davis,urgent,110505,Pulling left,Battery failed load test,,5.2,822.76,2228.41,68.59,0,0,155.99,3275.75,not_required,partial,INV-504129,"diag, waiter",Needs comeback follow-up
WO-404130,APPT-300165,CUST-101511,VEH-201375,2025-07-25T22:56,,invoiced,Noah Thomas,Sophia White,high,186984,Vibration,Battery failed load test,,2.5,415.36,311.39,21.81,0,0,37.43,785.99,pending,partial,INV-504130,"waiter, comeback-risk",Customer approved by text
WO-404131,APPT-300818,CUST-100291,VEH-201285,2024-02-21T22:16,2024-02-24T20:16,completed,Lucas Clark,Jade Young,normal,291277,No crank,Pads below spec,Replaced front pads/rotors,2.0,247.95,106.38,5.56,595.17,0,47.75,1002.81,approved,written_off,INV-504131,,Legacy WO imported from old DMS
WO-404132,,CUST-100840,VEH-200456,2025-09-04T04:43,2025-09-08T01:43,awaiting_approval,Amelia Lee,Lucas Torres,normal,351091,CEL on,P0420 stored,Recommended tires,15.9,2009.7,2145.86,105.68,0,0,213.06,4474.3,pending,written_off,INV-504132,"brakes, pm",
WO-404133,,CUST-101627,VEH-201586,2025-11-21T12:27,2025-11-22T11:27,closed,Nora Adams,Mila Anderson,urgent,267126,Vibration,Battery failed load test,Diagnosed wiring fault,0.6,97.0,931.24,67.82,0,0,54.8,1150.86,pending,partial,INV-504133,"brakes, diag",
WO-404134,APPT-300471,CUST-100893,VEH-201661,2024-12-09T03:12,2024-12-13T03:12,completed,Evelyn Garcia,Layla Green,high,298322,CEL on,Loose tie rod,Replaced hose and topped coolant,5.3,938.01,2258.83,179.0,0,64.66,165.56,3476.74,declined,unpaid,INV-504134,,Legacy WO imported from old DMS
WO-404135,APPT-300692,CUST-100900,VEH-202402,2024-09-09T11:13,2024-09-13T15:13,awaiting_approval,Maya Harris,Riley Young,normal,70712,Overheating,Coolant leak at upper hose,Replaced front pads/rotors,8.8,1552.69,1013.88,65.22,0,0,131.59,2763.38,not_required,paid,INV-504135,"pm, comeback-risk",
WO-404136,,CUST-101614,VEH-201059,2023-10-29T09:10,2023-11-01T00:10,closed,Wyatt Clark,Nora Wilson,normal,99788,PM due,P0420 stored,Installed battery,3.7,643.71,527.32,38.22,0,0,60.46,1269.71,declined,written_off,INV-504136,fleet,
WO-404137,APPT-300667,CUST-100154,VEH-200442,2025-11-11T02:25,2025-11-15T19:25,closed,Finn Rodriguez,James Scott,high,291309,CEL on,P0420 stored,Replaced front pads/rotors,9.2,1111.42,339.89,0.68,0,0,72.6,1524.59,pending,unpaid,INV-504137,upsell,Customer approved by text
