part_number,vendor_id,brand,description,category,unit_cost,sell_price,qty_on_hand,qty_reserved,reorder_point,location_bin,core_charge,taxable,active,supersedes_part_number,barcode,notes,last_received_at
FIL-25420,VEND-003,FleetGuard,Spark plugs set,Filters,62.81,468.19,67,5,17,FLUID-RACK,0,true,true,,,Special order only,2025-08-21T13:30
HOS-42741,VEND-002,Denso,Oil filter,Hoses,21.17,156.31,72,6,24,FLUID-RACK,0,false,true,,954819342732,Legacy duplicate SKU?,2025-10-30
TIR-96207,VEND-005,Monroe,Oil filter Economy,Tires,235.22,258.86,59,3,19,FLUID-RACK,0,false,true,,,Core tracked externally,2026-03-05
BRA-20463,VEND-009,Wagner,Oil filter,Brakes,60.98,877.08,107,7,15,TIRE-CAGE,0,true,false,,181667165448,Negative qty from bad count,10/11/2025
FLU-85546,VEND-002,Wagner,Brake pad set front,Fluids,406.89,722.04,101,9,16,A-8-37,0,false,true,,961236296097,Core tracked externally,2026-01-30 13:30:28
BOD-73082,VEND-007,NAPA,Brake pad set rear HD,Body,466.65,550.28,91,0,11,A-1-36,0,true,false,,,,2024-09-12T13:30
TIR-34771,VEND-004,Monroe,DEF fluid 9.46L Premium,Tires,232.59,965.73,93,7,4,A-11-13,0,true,true,,025995621924,,2024-08-27T13:30
SUS-83187,VEND-008,ACDelco,Brake pad set rear,Suspension,571.44,930.52,48,1,21,FLUID-RACK,0,true,true,,113874827012,,2025-09-21T13:30
ELE-72748,VEND-003,ACDelco,Brake pad set rear,Electrical,243.63,605.59,110,11,13,FLUID-RACK,0,true,true,,772860721873,Legacy duplicate SKU?,2026-01-30 13:30:28
FIL-45591,VEND-007,Monroe,Brake pad set rear Economy,Filters,93.01,1041.46,74,9,18,B-7-9,0,true,false,,155186620645,Core tracked externally,2024-05-15
LIG-39590,VEND-008,Denso,Shock absorber Premium,Lighting,102.42,703.16,70,4,10,B-8-3,0,true,false,,439585494002,Legacy duplicate SKU?,2025-06-03T13:30
HOS-55015,VEND-008,NAPA,Headlamp bulb Economy,Hoses,484.96,215.95,75,4,7,TIRE-CAGE,0,true,true,OLD-5542,,Negative qty from bad count,2024-07-03T13:30
BOD-99564,VEND-004,Motorcraft,Tie rod end,Body,645.31,929.93,62,0,15,FLUID-RACK,34.49,true,true,,,,11/17/2024
HOS-64744,VEND-002,Monroe,Wheel seal kit,Hoses,258.95,1067.02,6,2,0,,112.2,true,false,,852180236757,Special order only,2024-07-22
LIG-22539,VEND-009,OEM,Headlamp bulb Premium,Lighting,431.65,1149.79,101,7,8,TIRE-CAGE,0,true,true,,,Special order only,2024-10-08 13:30:28
TIR-40366,VEND-007,Denso,Engine air filter,Tires,137.34,650.67,104,9,14,TIRE-CAGE,0,true,false,,,Legacy duplicate SKU?,03/31/2026
BOD-22837,VEND-002,OEM,Oil filter,Body,60.22,880.95,19,6,16,B-3-10,0,true,false,,,Special order only,2025-11-03T13:30
HVA-58496,VEND-006,OEM,DEF fluid 9.46L,HVAC,230.28,47.15,58,4,30,A-9-13,0,true,false,,,Legacy duplicate SKU?,2025-07-17
BOD-91206,VEND-004,Denso,Tie rod end,Body,463.38,600.12,12,0,15,FLUID-RACK,8.25,false,true,,060993367591,Core tracked externally,2026-02-16 13:30:28
ENG-37969,VEND-004,NAPA,Tie rod end,Engine,565.09,932.39,56,7,21,TIRE-CAGE,74.09,true,true,,187080163584,,2024-11-16T13:30
TIR-94454,VEND-003,FleetGuard,Headlamp bulb,Tires,142.66,321.69,5,5,27,TIRE-CAGE,16.23,true,true,,,Negative qty from bad count,2024-12-04
HVA-20766,VEND-004,Bosch,Battery 94R,HVAC,541.61,39.36,52,11,3,B-4-5,0,false,false,,913883018010,Special order only,2025-08-01T13:30
BEL-92003,VEND-010,NAPA,Wheel seal kit,Belts,172.48,153.2,86,14,24,A-10-21,0,false,false,,316856820323,Negative qty from bad count,04/07/2026
FLU-25373,VEND-007,Wagner,Brake pad set rear,Fluids,127.61,13.15,79,13,16,B-8-19,25.71,true,false,OLD-8071,304662925502,,2024-11-15T13:30
ELE-66675,VEND-009,NAPA,Starter HD,Electrical,576.11,223.22,0,14,9,A-12-14,20.33,false,true,,,,09/06/2025
BOD-95338,VEND-007,Bosch,DEF fluid 9.46L,Body,570.5,824.48,63,5,2,A-2-29,0,false,false,,812429646659,Negative qty from bad count,2025-07-03T13:30
BOD-13626,VEND-009,NAPA,Brake pad set rear,Body,80.68,435.49,27,7,1,B-8-2,0,false,true,,112273433985,Core tracked externally,2025-08-16T13:30
STE-18466,VEND-009,Bosch,Battery 94R,Steering,129.48,1017.93,29,10,2,FLUID-RACK,0,true,false,,,,2024-05-11 13:30:28
BRA-20003,VEND-008,Denso,Spark plugs set,Brakes,511.39,249.09,30,11,5,A-3-32,14.01,true,false,,,Special order only,2025-09-23T13:30
BRA-84370,VEND-006,Wagner,Engine air filter Economy,Brakes,161.01,864.68,80,5,11,B-4-22,0,true,true,,820548732196,Negative qty from bad count,2024-09-11T13:30
HOS-96598,VEND-006,Denso,Alternator Economy,Hoses,515.84,691.07,47,3,10,B-1-16,0,true,false,,,Core tracked externally,2025-12-23 13:30:28
HOS-23816,VEND-008,Bosch,Brake pad set rear Economy,Hoses,330.19,908.94,7,6,5,B-7-3,113.86,true,true,,119533298253,Special order only,2025-04-12T13:30
HOS-61387,VEND-006,NAPA,Wheel seal kit,Hoses,58.98,83.56,24,9,13,FLUID-RACK,0,true,true,,871854592881,Legacy duplicate SKU?,2025-07-04
LIG-63183,VEND-004,NAPA,Spark plugs set,Lighting,581.65,743.33,114,1,6,FLUID-RACK,0,true,false,,,Legacy duplicate SKU?,2025-07-25
SUS-30080,VEND-002,FleetGuard,Spark plugs set,Suspension,15.22,833.7,105,2,25,B-3-17,0,true,true,,338484605883,Legacy duplicate SKU?,2025-09-01T13:30
BEL-76579,VEND-001,NAPA,Oil filter Economy,Belts,453.12,297.99,77,6,11,FLUID-RACK,0,true,true,,987824683076,Legacy duplicate SKU?,2025-08-31T13:30
ELE-42729,VEND-006,FleetGuard,Headlamp bulb,Electrical,359.66,1048.63,73,0,19,,0,true,false,,511719744395,Legacy duplicate SKU?,2024-11-12T13:30
TIR-58112,VEND-006,ACDelco,Radiator hose upper,Tires,165.71,321.45,43,1,24,TIRE-CAGE,31.75,true,true,,,Legacy duplicate SKU?,06/15/2024
LIG-91691,VEND-004,Bosch,Cabin air filter,Lighting,375.71,739.97,110,11,17,,0,true,true,,247162667768,Negative qty from bad count,2024-06-05T13:30
TIR-87243,VEND-006,NAPA,Battery 94R Premium,Tires,615.59,89.53,104,8,27,A-10-21,19.48,true,false,OLD-7034,042100495322,Negative qty from bad count,2025-08-18
BOD-81902,VEND-010,FleetGuard,DEF fluid 9.46L Premium,Body,620.84,49.12,1,12,5,TIRE-CAGE,0,false,true,,707434500856,Negative qty from bad count,2024-05-10T13:30
HVA-30846,VEND-006,ACDelco,Serpentine belt,HVAC,320.01,149.28,41,15,29,TIRE-CAGE,0,true,false,,329638918170,Core tracked externally,2024-08-10T13:30
ENG-19172,VEND-007,OEM,Oil filter Economy,Engine,29.6,133.04,68,4,10,FLUID-RACK,0,true,true,,648417732125,Special order only,2025-01-17T13:30
STE-51441,VEND-009,Monroe,Brake pad set rear,Steering,510.86,584.42,86,8,23,A-6-12,0,false,false,,083695504451,,2025-08-10
ENG-29133,VEND-006,Bosch,Engine air filter,Engine,526.18,448.57,118,0,11,,0,false,true,,220290146929,Special order only,06/06/2025
SUS-23477,VEND-003,FleetGuard,Shock absorber,Suspension,647.18,1078.08,106,9,10,A-11-34,0,false,true,,437079517892,Legacy duplicate SKU?,2025-11-29T13:30
LIG-61184,VEND-002,FleetGuard,Engine air filter Premium,Lighting,99.71,826.63,42,14,20,,0,true,false,,834771158119,Legacy duplicate SKU?,2025-07-26
FLU-48275,VEND-007,OEM,Brake pad set front,Fluids,646.64,638.2,20,4,12,A-2-2,51.06,true,true,,,,2025-07-13T13:30
BRA-60729,VEND-004,Motorcraft,Oil filter,Brakes,301.82,1107.36,71,4,11,B-7-18,0,false,true,,668484252572,Negative qty from bad count,2026-03-26
ENG-68731,VEND-007,NAPA,Oil filter,Engine,110.87,133.65,117,6,14,A-5-5,71.1,true,true,,,Special order only,2024-09-27
HVA-12811,VEND-005,Bosch,Cabin air filter,HVAC,16.56,442.42,103,1,4,FLUID-RACK,0,true,true,OLD-8620,,Core tracked externally,2025-11-06T13:30
BRA-14556,VEND-005,Monroe,Starter,Brakes,100.42,1140.44,22,9,11,,0,false,true,OLD-4098,,,2024-08-02T13:30
FLU-81742,VEND-009,Bosch,Tie rod end,Fluids,70.25,656.08,101,0,14,FLUID-RACK,0,true,true,,008879472447,Legacy duplicate SKU?,2025-03-01T13:30
TIR-77409,VEND-008,Wagner,Starter,Tires,612.48,176.48,115,0,28,FLUID-RACK,0,true,false,OLD-8941,,Core tracked externally,2025-03-14
HOS-32375,VEND-010,FleetGuard,Radiator hose upper,Hoses,436.06,290.8,34,12,3,A-4-6,0,false,true,OLD-3869,568211380847,Special order only,02/20/2025
HOS-40576,VEND-005,Motorcraft,Engine air filter,Hoses,326.46,61.04,20,3,21,FLUID-RACK,83.53,false,false,,084877921591,Legacy duplicate SKU?,2025-08-16 13:30:28
FIL-99333,VEND-005,Wagner,Tie rod end Premium,Filters,242.2,492.44,117,11,26,TIRE-CAGE,34.15,true,true,,185742321194,Core tracked externally,2024-11-01T13:30
SUS-59242,VEND-003,Monroe,Serpentine belt Economy,Suspension,14.56,953.13,39,4,15,,93.3,false,true,,615474541522,Special order only,2025-05-18T13:30
FIL-21224,VEND-010,Moog,Wheel seal kit,Filters,302.4,130.89,103,8,23,A-5-30,0,true,true,OLD-1930,572507867479,,2025-12-22T13:30
HVA-27946,VEND-008,Monroe,Headlamp bulb,HVAC,461.66,285.82,100,14,28,B-1-2,0,true,true,OLD-6876,127180569477,Negative qty from bad count,2025-03-07
ELE-70015,VEND-004,Bosch,Shock absorber Premium,Electrical,220.79,613.68,5,14,0,B-7-17,47.94,false,false,,519599616080,,2025-07-03T13:30
BOD-51814,VEND-007,Denso,Serpentine belt,Body,57.71,193.83,118,10,7,,0,true,false,,908000503613,,2024-10-05
HVA-98207,VEND-005,OEM,Shock absorber HD,HVAC,369.14,806.46,1,3,17,TIRE-CAGE,71.13,false,true,,230477543268,Special order only,2025-03-30
BOD-82252,VEND-005,FleetGuard,Alternator Economy,Body,475.53,185.18,37,12,6,,0,false,false,,,Core tracked externally,2024-06-27
ENG-18504,VEND-004,Denso,Brake pad set front,Engine,249.16,564.54,55,11,27,FLUID-RACK,0,true,true,,,,2024-12-18
FIL-29678,VEND-008,NAPA,Alternator Economy,Filters,151.19,908.18,91,10,3,A-4-27,0,false,true,,,,2026-03-30T13:30
ENG-68974,VEND-007,Bosch,Battery 94R,Engine,367.05,862.12,37,8,4,FLUID-RACK,76.86,false,false,,086541636313,Negative qty from bad count,2025-07-15T13:30
FLU-42971,VEND-010,NAPA,Wheel seal kit,Fluids,191.4,1066.35,115,8,18,FLUID-RACK,97.46,false,false,,870073264578,Special order only,2026-03-13
BEL-50030,VEND-005,Motorcraft,Cabin air filter,Belts,123.35,161.94,68,1,14,FLUID-RACK,0,true,true,,879660778580,Core tracked externally,2025-01-09T13:30
ELE-46234,VEND-004,Bosch,Cabin air filter,Electrical,138.71,705.25,80,11,15,A-10-9,74.85,false,true,,035129911838,,2026-03-03 13:30:28
SUS-59859,VEND-005,Moog,Wheel seal kit,Suspension,400.85,816.51,107,3,3,A-10-7,24.74,true,false,,106069634057,Special order only,2024-11-19 13:30:28
BEL-91495,VEND-005,FleetGuard,Shock absorber,Belts,494.66,1073.87,42,8,17,B-5-21,39.98,true,false,,,,2024-09-18 13:30:28
BOD-19706,VEND-008,FleetGuard,Brake pad set front,Body,237.47,29.68,28,13,13,FLUID-RACK,0,false,true,OLD-1226,,Negative qty from bad count,2025-02-28 13:30:28
FIL-43107,VEND-001,Bosch,Oil filter Economy,Filters,514.49,371.51,21,14,6,A-12-37,0,true,true,,555746075727,Negative qty from bad count,2025-05-14 13:30:28
FIL-26902,VEND-001,ACDelco,Shock absorber,Filters,623.63,392.13,30,11,1,,63.03,true,false,,,Core tracked externally,10/03/2024
FLU-80250,VEND-001,FleetGuard,Battery 94R HD,Fluids,461.04,122.16,77,4,9,FLUID-RACK,0,true,true,,673231511878,Core tracked externally,03/30/2025
SUS-21087,VEND-007,FleetGuard,Oil filter,Suspension,145.92,318.76,118,10,11,B-2-13,22.52,false,false,,305139155143,Negative qty from bad count,2025-10-16 13:30:28
BRA-34543,VEND-002,Monroe,Headlamp bulb,Brakes,486.53,239.11,76,9,29,TIRE-CAGE,84.83,false,true,,,Special order only,08/21/2025
FIL-15583,VEND-003,Denso,DEF fluid 9.46L,Filters,427.92,661.34,31,12,28,,0,true,true,,,Legacy duplicate SKU?,2025-11-10 13:30:28
FIL-80395,VEND-008,Bosch,Spark plugs set,Filters,28.63,793.99,25,3,2,TIRE-CAGE,0,true,false,,,Negative qty from bad count,2026-01-28T13:30
STE-46024,VEND-005,Denso,Engine air filter,Steering,45.58,313.78,81,2,28,B-6-14,105.56,true,true,,497207991915,,2025-07-13T13:30
BRA-47068,VEND-003,Wagner,Shock absorber Economy,Brakes,136.51,1042.22,49,6,19,A-3-24,0,false,true,OLD-4634,604881393671,Special order only,12/06/2024
STE-79549,VEND-004,ACDelco,Radiator hose upper,Steering,595.66,479.32,38,3,19,B-1-17,0,false,true,,114600838471,Negative qty from bad count,2025-05-12T13:30
ENG-73510,VEND-003,ACDelco,Spark plugs set HD,Engine,226.93,891.5,84,12,28,B-4-15,74.14,false,false,,814734362401,Legacy duplicate SKU?,2025-05-22T13:30
TIR-41439,VEND-008,Monroe,Starter,Tires,240.6,523.65,37,3,6,,0,true,false,,769429793431,Core tracked externally,2025-01-07
LIG-53381,VEND-005,Monroe,Wheel seal kit Premium,Lighting,318.2,718.45,83,13,14,FLUID-RACK,0,true,true,,961911619226,,2024-09-25
TIR-48506,VEND-009,Moog,Shock absorber Premium,Tires,597.11,113.74,64,3,5,TIRE-CAGE,0,true,false,,,,2026-03-17
BRA-93526,VEND-002,Wagner,Battery 94R,Brakes,374.76,961.35,90,9,0,TIRE-CAGE,0,false,true,OLD-4962,013493704783,Core tracked externally,2025-05-06T13:30
BOD-99701,VEND-006,Bosch,Cabin air filter,Body,420.58,233.36,113,11,16,FLUID-RACK,0,false,true,,651181617305,Legacy duplicate SKU?,01/20/2025
ENG-82349,VEND-009,NAPA,Oil filter HD,Engine,405.53,45.37,19,7,24,FLUID-RACK,0,true,false,,,Legacy duplicate SKU?,2025-06-04
TIR-55212,VEND-008,Bosch,Radiator hose upper,Tires,583.59,129.51,71,12,25,TIRE-CAGE,0,true,true,,443686177164,Core tracked externally,2025-10-18
BEL-32916,VEND-003,Moog,Headlamp bulb Premium,Belts,304.34,1071.27,56,8,25,B-1-13,0,true,true,,978982164035,Negative qty from bad count,2024-09-15
ELE-53613,VEND-005,NAPA,Tie rod end HD,Electrical,295.63,252.02,108,4,7,A-2-21,0,true,true,,752651036775,Core tracked externally,2025-04-24T13:30
SUS-35035,VEND-008,ACDelco,DEF fluid 9.46L,Suspension,604.89,624.17,74,8,0,A-3-22,0,true,false,,,Special order only,2024-06-05T13:30
SUS-10174,VEND-009,Bosch,Headlamp bulb,Suspension,233.72,246.93,31,13,1,TIRE-CAGE,0,true,false,,711929054485,Core tracked externally,2024-10-13
ENG-66638,VEND-001,Denso,Alternator HD,Engine,521.23,1056.56,64,4,5,A-3-31,26.99,true,true,,836102548133,Core tracked externally,2026-03-07T13:30
LIG-18912,VEND-008,OEM,Oil filter,Lighting,588.51,527.19,44,0,15,B-5-8,0,true,true,OLD-7405,406707714635,Special order only,10/05/2025
HOS-99650,VEND-006,FleetGuard,Shock absorber Economy,Hoses,405.02,476.0,85,10,3,TIRE-CAGE,0,false,true,,986377383291,,2025-03-02T13:30
STE-84358,VEND-009,Moog,Alternator Premium,Steering,231.76,477.2,76,8,23,,18.15,true,true,,,Negative qty from bad count,2025-04-01T13:30
ENG-44211,VEND-009,ACDelco,Cabin air filter Premium,Engine,302.87,1034.82,48,9,22,TIRE-CAGE,0,true,true,,233707665195,Legacy duplicate SKU?,01/28/2026
LIG-85665,VEND-003,Motorcraft,Cabin air filter,Lighting,549.12,106.45,6,6,4,FLUID-RACK,0,true,false,,284948408016,Special order only,2025-07-27T13:30
TIR-96784,VEND-005,Bosch,Tie rod end,Tires,557.04,287.72,9,11,6,FLUID-RACK,66.34,false,true,,697211066752,Special order only,02/14/2025
FIL-76922,VEND-006,Wagner,Wheel seal kit Premium,Filters,510.55,984.44,105,9,22,FLUID-RACK,90.39,true,false,,296249369076,Legacy duplicate SKU?,2025-09-16T13:30
HOS-68473,VEND-010,Moog,Oil filter,Hoses,489.2,203.52,101,10,16,TIRE-CAGE,111.55,false,false,,707074583244,Core tracked externally,12/25/2025
STE-72433,VEND-010,ACDelco,Shock absorber,Steering,307.79,1001.25,-2,5,5,,0,true,true,,774857523951,,2025-07-17T13:30
ENG-96831,VEND-002,OEM,Tie rod end,Engine,318.78,303.26,20,2,23,TIRE-CAGE,0,false,false,,514902573457,Special order only,2024-07-01T13:30
HOS-23083,VEND-003,OEM,Oil filter Economy,Hoses,451.0,973.83,67,13,0,,0,true,true,,,Legacy duplicate SKU?,2024-12-17T13:30
BRA-89524,VEND-004,NAPA,Alternator Economy,Brakes,245.12,678.26,54,8,29,B-5-5,57.46,true,true,,131303447703,Special order only,2024-07-23T13:30
LIG-24380,VEND-001,Moog,Shock absorber,Lighting,290.28,104.58,1,6,15,B-7-14,75.95,true,true,,134051424257,Legacy duplicate SKU?,06/20/2025
ENG-12560,VEND-006,Moog,Alternator,Engine,76.14,619.52,31,15,20,A-5-8,0,true,true,,345774643429,Negative qty from bad count,2024-07-27T13:30
BRA-15270,VEND-009,Moog,Shock absorber,Brakes,421.81,298.93,108,8,18,B-4-24,0,true,false,,092120856960,,2025-10-15
HVA-55278,VEND-002,Denso,Brake pad set front,HVAC,600.62,154.77,36,5,20,A-6-15,0,false,false,,,Legacy duplicate SKU?,04/26/2025
BRA-76543,VEND-005,OEM,Wheel seal kit,Brakes,48.47,436.62,13,8,26,A-8-29,59.13,true,false,,899487245397,Negative qty from bad count,01/29/2025
ENG-36242,VEND-003,FleetGuard,Radiator hose upper HD,Engine,402.83,928.77,30,7,6,B-5-5,61.03,false,false,,089238730882,Core tracked externally,2025-11-21T13:30
TIR-47862,VEND-002,FleetGuard,Wheel seal kit Economy,Tires,275.98,481.42,88,5,19,B-8-11,0,true,false,,,,04/26/2024
FLU-22268,VEND-003,OEM,Spark plugs set HD,Fluids,602.34,434.56,20,4,10,,15.86,true,false,,462394299913,Special order only,2024-12-06
TIR-97119,VEND-006,Denso,Tie rod end,Tires,432.17,572.54,109,10,17,A-12-5,22.91,false,true,,798696502296,Negative qty from bad count,2025-07-31T13:30
HVA-63430,VEND-006,Bosch,Brake pad set front,HVAC,526.4,328.43,89,8,29,A-10-12,23.86,true,true,,,Negative qty from bad count,2026-01-14
BOD-61285,VEND-005,Bosch,Tie rod end Economy,Body,202.48,873.3,37,3,8,FLUID-RACK,0,true,true,,284016397516,Legacy duplicate SKU?,2024-07-26
HOS-16498,VEND-006,Motorcraft,DEF fluid 9.46L Economy,Hoses,269.95,527.47,6,2,2,FLUID-RACK,110.53,true,true,,,Negative qty from bad count,2025-03-13T13:30
SUS-39600,VEND-009,OEM,Tie rod end Premium,Suspension,628.78,839.57,76,13,14,FLUID-RACK,55.13,true,false,,,Special order only,2025-11-09
LIG-94302,VEND-005,Wagner,Brake pad set rear,Lighting,103.15,951.48,99,7,18,FLUID-RACK,103.26,true,false,,325942760089,Core tracked externally,2024-08-07T13:30
BRA-66432,VEND-009,OEM,Battery 94R,Brakes,426.78,872.43,65,5,12,TIRE-CAGE,69.44,true,true,,875999394376,Negative qty from bad count,2025-09-22 13:30:28
BOD-15112,VEND-009,ACDelco,Brake pad set rear,Body,381.51,1013.61,84,12,26,A-9-9,28.14,false,true,,743186200713,,2024-09-21T13:30
BOD-88960,VEND-008,ACDelco,Cabin air filter,Body,477.6,1113.73,89,8,27,TIRE-CAGE,0,true,true,,,Core tracked externally,2026-01-25 13:30:28
BEL-27865,VEND-005,Motorcraft,Brake pad set rear,Belts,555.23,689.16,105,3,11,,0,true,false,,508005531496,Legacy duplicate SKU?,2025-09-26
HOS-24106,VEND-008,Moog,Wheel seal kit,Hoses,383.89,1132.39,17,3,9,B-6-4,43.04,true,true,,,,2024-12-17T13:30
FLU-86086,VEND-005,FleetGuard,Tie rod end,Fluids,122.27,870.65,49,12,2,B-1-22,0,true,true,,,Legacy duplicate SKU?,2026-02-13
LIG-23178,VEND-001,NAPA,Tie rod end,Lighting,224.64,204.21,27,11,22,FLUID-RACK,0,false,true,,311796381716,Core tracked externally,2025-03-27
HVA-52555,VEND-010,Moog,Alternator,HVAC,300.51,538.25,58,9,1,A-10-37,0,false,true,,,Negative qty from bad count,07/30/2025
ENG-16141,VEND-001,FleetGuard,Engine air filter HD,Engine,214.59,391.04,57,7,24,A-12-1,0,true,true,,689502423001,Negative qty from bad count,2024-06-08 13:30:28
BEL-21978,VEND-003,Motorcraft,Cabin air filter,Belts,574.35,863.21,79,4,2,TIRE-CAGE,5.12,false,true,OLD-9760,990055026068,Special order only,11/29/2024
ENG-91645,VEND-009,Wagner,Starter HD,Engine,430.16,338.45,83,2,29,B-7-12,0,true,true,,293367834002,Special order only,2024-12-06 13:30:28
SUS-24747,VEND-004,FleetGuard,Spark plugs set Economy,Suspension,429.44,957.04,33,8,2,,0,true,true,,588684021497,Special order only,2025-12-30T13:30
BRA-82773,VEND-006,Motorcraft,Brake pad set front,Brakes,580.67,890.62,11,2,29,A-7-9,0,false,false,,,Legacy duplicate SKU?,2025-07-31T13:30
TIR-63690,VEND-006,Monroe,Oil filter Economy,Tires,379.31,117.77,48,15,1,B-4-5,0,false,false,,487005107263,,2025-04-09
ENG-44880,VEND-006,NAPA,Spark plugs set,Engine,24.39,562.52,90,10,5,,106.47,false,false,,106726827128,Negative qty from bad count,2024-10-13T13:30
HOS-64729,VEND-001,Wagner,Tie rod end,Hoses,550.61,115.12,-2,4,9,B-7-23,0,false,true,,,,2025-10-10 13:30:28
FIL-72582,VEND-001,FleetGuard,Tie rod end HD,Filters,152.14,996.51,63,2,8,A-4-28,0,true,false,,705556648221,Special order only,06/20/2025
BEL-56106,VEND-010,Motorcraft,Engine air filter Economy,Belts,220.02,29.33,44,0,29,TIRE-CAGE,0,false,true,,859007982297,Core tracked externally,2024-09-04T13:30
BOD-46706,VEND-006,Bosch,Radiator hose upper,Body,35.04,246.93,56,9,0,,0,true,true,,,,2024-10-31T13:30
BOD-27291,VEND-008,OEM,Oil filter,Body,22.88,986.4,27,5,18,A-6-8,0,true,false,,780397403005,Special order only,2025-10-09T13:30
LIG-68263,VEND-004,OEM,Tie rod end,Lighting,174.32,893.57,81,3,11,B-1-1,86.65,true,false,,506093375719,,2024-05-07T13:30
BEL-11967,VEND-007,Moog,Headlamp bulb,Belts,139.62,645.67,25,6,6,A-1-10,69.21,false,true,,105174518382,,2024-12-31T13:30
BRA-66730,VEND-007,NAPA,Tie rod end,Brakes,428.68,1114.7,8,7,23,FLUID-RACK,0,true,true,,,Core tracked externally,2025-04-23 13:30:28
LIG-43464,VEND-008,FleetGuard,Battery 94R Premium,Lighting,152.94,1085.1,12,15,16,,109.53,false,true,,286684475969,Core tracked externally,2024-09-30T13:30
ELE-17754,VEND-007,FleetGuard,Brake pad set front Premium,Electrical,118.12,860.05,48,0,19,B-5-21,0,true,true,,485768115919,Core tracked externally,2026-03-06
LIG-52209,VEND-003,ACDelco,Battery 94R Premium,Lighting,518.8,669.2,53,14,13,FLUID-RACK,40.89,false,true,,381889539660,,2025-11-12 13:30:28
TIR-52562,VEND-010,Monroe,Oil filter,Tires,522.16,672.9,86,3,5,A-2-20,0,false,true,,133629108338,Core tracked externally,2024-06-15T13:30
BOD-38429,VEND-001,Motorcraft,Headlamp bulb,Body,557.77,543.21,90,14,15,B-5-13,0,true,true,,165097085509,,2025-06-10T13:30
FIL-70558,VEND-009,Moog,Radiator hose upper Premium,Filters,635.23,807.17,79,4,7,A-9-2,0,true,true,,301635998094,,2025-05-24 13:30:28
